Filename,Segment,Analytic,Dic,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ
desc_1.txt,1,89.60,88.52,6.18,14.79,0.44,0.66,0.88,0.44,70.86,1.55,69.09,2.65,56.73,4.64,3.31,0.22,0.22,0.00,0.00,4.64,2.21,0.66,1.10,0.22,0.44,0.00
