Filename,Segment,Analytic,Clout,Authentic,Tone,Dic,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,focuspast,focuspresent,focusfuture
desc_4.txt,1,93.06,58.57,2.21,1.00,67.25,4.77,11.06,0.43,0.00,0.65,0.22,46.64,3.25,42.95,5.21,20.82,7.81,4.99,0.00,0.43,0.00,0.00,4.56,2.82,0.22,0.22,0.65,0.22,0.65,1.08,3.04,0.00
