Filename,Segment,Analytic,Clout,Authentic,Tone,Dic,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,focuspast,focuspresent,focusfuture
desc_5.txt,1,88.53,50.87,1.00,1.00,66.02,6.71,12.34,0.00,0.22,0.22,0.00,42.42,2.60,39.39,5.84,18.61,7.79,5.84,0.22,0.22,0.00,0.00,6.93,2.38,0.65,1.08,1.52,0.22,1.30,0.22,3.68,0.22
