Filename,Segment,Analytic,Clout,Authentic,Tone,Dic,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,focuspast,focuspresent,focusfuture
desc_3.txt,1,90.24,63.49,1.17,1.00,76.51,6.90,10.13,0.00,0.65,0.22,0.22,54.74,1.08,53.23,6.25,30.17,8.62,5.82,0.22,0.22,0.00,0.00,6.03,2.37,0.86,0.86,1.08,0.43,0.65,1.08,3.66,0.43
