Filename,Segment,Analytic,Clout,Authentic,Tone,Dic,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,focuspast,focuspresent,focusfuture
desc_2.txt,1,90.48,48.26,1.87,1.00,82.21,7.16,14.10,0.22,0.22,0.22,0.00,62.69,2.82,59.44,5.42,41.43,7.16,3.69,0.22,0.00,0.00,0.00,7.16,3.04,1.74,0.65,0.87,0.00,1.08,1.08,6.07,0.22
