Filename,Segment,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_crmst.txt,1,94.39,61.85,21.81,16.01,10.92,0.63,0.06,2.91,1.50,5.80,7.61,2.42,17.07,3.52,1.92,2.49,0.82,1.53,7.31,2.03,5.18,0.33,3.04,0.68,15.80,1.34,1.55,1.99,2.05,13.19,2.38,1.79,1.40,2.80,1.51,4.30,1.80,0.44,0.61,0.71,0.99,0.21,0.56,0.07,0.12,8.94,3.78,1.45,2.38,1.27,0.75,9.10,6.51,0.65,14.17,1.56,5.56,7.32,1.87,0.76,0.66,0.69,0.12,0.12,0.28,0.07,0.01,0.04,0.07,0.01
