Filename,Segment,Dic,Overall Honor Dictionary,Honor Gain,Honor gain: Virtuous Behavior,Virtuous Behavior: Moral Integrity,Virtuous Behavior: Faith,Virtuous Behavior: Manners,Honor Gain: Achieve/Status,A/S: Achieve,A/S: Status,Honor Protection,Honor Protection: Public Image,Honor Protection: Strength/Bravery,Honor Protection: Prevention,Honor Protection: Sex,Honor Loss,Honor Loss: Wrongdoing,Honor Loss: Harm,Honor Loss: Aggression,Honor Contexts,Honor Contexts: Self,Honor Contexts: Military,Honor Contexts: Business,Honor Contexts: Ethnic,Honor Contexts: Social,Honor Contexts: Gender,Honor Contexts: Family,Honor Contexts: Government,General “Honor”,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
emtn_2.txt,1,13.23,13.23,1.35,0.22,0.22,0.00,0.00,1.12,1.12,0.00,2.47,0.22,0.22,2.02,0.00,8.97,4.04,5.16,0.00,0.45,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,1.35,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45
