Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_3.txt,1,464,90.24,63.49,1.17,1.00,232.00,48.92,76.51,7.33,1.72,0.86,0.43,0.00,0.43,0.00,0.00,0.86,1.08,1.72,0.86,1.08,0.65,1.29,54.74,1.08,53.23,6.25,30.17,8.62,5.82,0.22,0.22,0.00,0.00,6.03,2.37,0.86,0.86,1.08,0.43,0.65,8.62,0.43,0.22,6.47,3.45,0.43,2.80,0.22,0.00,8.19,0.65,1.08,2.59,0.22,4.09,1.08,3.66,0.43,4.74,0.22,2.37,1.94,0.86,0.22,0.22,1.08,0.00,0.22,0.43,0.43,0.00,0.00,0.00,0.00
