Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_1.txt,1,453,89.60,50.00,1.00,1.00,113.25,34.44,88.52,7.51,1.55,1.32,0.88,0.22,0.00,0.00,0.22,0.22,1.10,1.77,0.88,1.55,0.44,1.77,70.86,1.55,69.09,2.65,56.73,4.64,3.31,0.22,0.22,0.00,0.00,4.64,2.21,0.66,1.10,0.22,0.44,0.00,7.28,0.00,0.44,4.42,3.75,0.88,2.65,0.00,0.22,4.86,0.66,0.88,2.65,0.22,0.66,1.10,4.86,0.00,4.19,0.22,2.21,1.77,0.00,0.44,0.22,0.00,0.00,0.44,0.88,0.88,0.00,0.00,0.00,0.00
