Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_5.txt,1,462,88.53,50.87,1.00,1.00,115.50,43.94,66.02,7.36,1.08,0.87,0.65,0.00,0.22,0.00,0.00,0.22,0.65,1.08,1.30,0.43,0.22,2.81,42.42,2.60,39.39,5.84,18.61,7.79,5.84,0.22,0.22,0.00,0.00,6.93,2.38,0.65,1.08,1.52,0.22,1.30,6.71,0.43,0.65,4.11,4.76,0.65,3.25,0.43,0.43,8.01,1.08,1.52,1.30,0.43,4.33,0.22,3.68,0.22,3.46,0.87,1.52,1.08,0.87,0.22,0.22,1.08,0.65,0.00,1.08,1.08,0.00,0.00,0.00,0.00
