Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_4.txt,1,461,93.06,58.57,2.21,1.00,230.50,42.30,67.25,5.86,0.87,0.65,0.65,0.00,0.00,0.00,0.00,0.22,0.65,2.39,0.87,0.22,0.22,1.08,46.64,3.25,42.95,5.21,20.82,7.81,4.99,0.00,0.43,0.00,0.00,4.56,2.82,0.22,0.22,0.65,0.22,0.65,7.38,0.00,0.00,5.86,5.64,0.65,4.12,0.43,0.43,6.51,0.87,1.52,1.52,0.00,3.04,1.08,3.04,0.00,4.99,0.22,3.25,1.52,0.65,0.22,0.00,0.65,0.43,0.87,0.43,0.43,0.00,0.00,0.00,0.00
