Filename,Segment,Dic,01                    care.virtue,02                    care.vice,03                    fairness.virtue,04                    fairness.vice,05                    loyalty.virtue,06                    loyalty.vice,07                    authority.virtue,08                    authority.vice,09                    sanctity.virtue,10                    sanctity.vice,11                    moral
desc_crmst.txt,1,2.15,0.16,0.55,0.01,0.03,0.55,0.04,0.28,0.07,0.03,0.01,0.42
