Filename,Segment,Dic,01                    care.virtue,02                    care.vice,03                    fairness.virtue,04                    fairness.vice,05                    loyalty.virtue,06                    loyalty.vice,07                    authority.virtue,08                    authority.vice,09                    sanctity.virtue,10                    sanctity.vice,11                    moral
reason.txt,1,4.56,0.15,1.65,0.14,0.19,0.16,0.11,0.07,0.07,0.01,0.01,2.00
