Word,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,
expectations,,,,,,,,,,,,X,,,X,,,
one,,,,,,,,,,,,,,,,,,
reliving,,,,,,,,,,,,,,,,,,
conversation,,,,,,,X,,,,,,,,,,,
most,,,,,,,,,,,,X,,,,X,,
sorry,X,,X,,,X,,,,,,,,,,,,
pay,,,,,,,,,,,,,,,,,,
doing,,,,,,,,,,,,,,,,,,
formal,,,,,,,X,,,,,,,,,,,
frustration,X,,X,,X,,,,,,,,,,,,,
mind,,,,,,,,,,,,,,,,,,
mask,,,,,,,,,,,,,,,,,,
whoever,,,,,,,X,,,,,,,,,,,
severely,X,,X,,,,,,,,,,,,,,,
inflated,,,,,,,,,,,,,,,,,,
transgressed,,,,,,,,,,,,,,,,,,
upon,,,,,,,,,,,,,,,,,,
alleviate,,,,,,,,,,,,,,,,,,
goes,,,,,,,,,,,,,,,,,,
around,,,,,,,,,,,,,,,,,,
telling,,,,,,,X,,,,,,,,,,,
anybody,,,,,,,X,,,,,X,,,,X,,
listen,,,,,,,X,,,,,,,,,,,
lied,X,,X,,X,,,,,,,,,,,,,
knowing,,,,,,,,,,,,X,X,,,,,
name,,,,,,,X,,,,,,,,,,,
dropped,,,,,,,,,,,,,,,,,,
song,,,,,,,,,,,,,,,,,,
degrades,X,,X,,,,,,,,,,,,,,,
large,,,,,,,,,,,,,,,,,,
warrant,,,,,,,,,,,,,,,,,,
capable,,,,,,,,,,,,,,,,,,
forgetting,,,,,,,,,,,,,,,,,,
apologise,,,,,,,X,,,,,,,,,,,
second,,,,,,,,,,,,,,,,,,
entitled,,,,,,,,,,,,,,,,,,
aspects,,,,,,,,,,,,,,,,,,
returned,,,,,,,,,,,,,,,,,,
emerge,,,,,,,,,,,,,,,,,,
result,,,,,,,,,,,,X,,X,,,,
broken,,,,,,,,,,,,,,,,,,
theyve,,,,,,,X,,,,,,,,,,,
they're,,,,,,,X,,,,,,,,,,,
trespasser,,,,,,,,,,,,,,,,,,
its,,,,,,,,,,,,,,,,,,
manner,,,,,,,,,,,,,,,,,,
disappointed,X,,X,,,X,,,,,,,,,,,,
big,,,,,,,,,,,,,,,,,,
benefits,X,X,,,,,,,,,,,,,,,,
expense,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,
personality,,,,,,,,,,,,,,,,,,
opinion,,,,,,,,,,,,X,,,,X,,
experienced,,,,,,,,,,,,,,,,,,
equipped,,,,,,,,,,,,,,,,,,
handle,,,,,,,,,,,,,,,,,,
greatly,,,,,,,,,,,,,,,,,,
irreconcilable,,,,,,,,,,,,,,,,,,
circumstances,,,,,,,,,,,,,,,,,,
believes,,,,,,,,,,,,X,X,,,,,
unjust,,,,,,,,,,,,,,,,,,
maturity,,,,,,,,,,,,,,,,,,
coping,,,,,,,,,,,,,,,,,,
skills,,,,,,,,,,,,,,,,,,
loss,X,,X,,,X,,,,,,,,,,,,
betrays,,,,,,,,,,,,,,,,,,
hurts,X,,X,,,X,,,,,,,,,,,,
stubborness,X,,X,,X,,,,,,,,,,,,,
idea,,,,,,,,,,,,X,X,,,,,
therefore,,,,,,,,,,,,X,,X,,,,
kind of,,,,,,,,,,,,X,,,,X,,
power,,,,,,,,,,,,,,,,,,
fact,,,,,,,,,,,,X,,,,,X,
under,,,,,,,,,,,,,,,,,,
purposely,,,,,,,,,,,,X,,X,,,,
cycle,,,,,,,,,,,,,,,,,,
divorce,,,,,,,X,X,,,,,,,,,,
promotions,,,,,,,,,,,,,,,,,,
favoritism,,,,,,,,,,,,,,,,,,
neglect,X,,X,,,X,,,,,,,,,,,,
member,,,,,,,X,,,,,,,,,,,
behavior,,,,,,,,,,,,,,,,,,
received,,,,,,,X,,,,,,,,,,,
appropriate,,,,,,,,,,,,,,,,,,
entity,,,,,,,,,,,,,,,,,,
return,,,,,,,,,,,,,,,,,,
attended,,,,,,,,,,,,,,,,,,
minds,,,,,,,,,,,,,,,,,,
payback,,,,,,,,,,,,,,,,,,
comes,,,,,,,,,,,,,,,,,,
conclusion,,,,,,,,,,,,X,X,,,,,
satisfy,X,X,,,,,,,,,,,,,,,,
wish,,,,,,,,,,,,X,,,X,,,
correct,,,,,,,,,,,,X,,,,,X,
try,,,,,,,,,,,,X,,,,X,,
ways,,,,,,,,,,,,,,,,,,
change,,,,,,,,,,,,X,,X,,,,
outcome,,,,,,,,,,,,X,,X,,,,
fits,,,,,,,,,,,,,,,,,,
egregious,,,,,,,,,,,,,,,,,,
obvious,,,,,,,,,,,,X,,,,,X,
repeated,,,,,,,,,,,,,,,,,,
insulted,X,,X,,X,,X,,,,,,,,,,,
injustice,,,,,,,,,,,,,,,,,,
acknowledged,,,,,,,,,,,,X,X,,,,,
content,,,,,,,,,,,,,,,,,,
cares,X,X,,,,,,,,,,,,,,,,
world,,,,,,,,,,,,,,,,,,
truly,X,X,,,,,,,,,,X,,,,,X,
moral,,,,,,,,,,,,,,,,,,
unforgiveable,,,,,,,,,,,,,,,,,,
which,,,,,,,,,,,,,,,,,,
narcissistic,,,,,,,,,,,,,,,,,,
inappropriate,,,,,,,,,,,,,,,,,,
relationships,,,,,,,X,,,,,,,,,,,
paranoia,X,,X,X,,,,,,,,,,,,,,
wanting,,,,,,,,,,,,X,,,X,,,
punish,X,,X,,X,,,,,,,,,,,,,
behaves,,,,,,,,,,,,,,,,,,
natural,,,,,,,,,,,,,,,,,,
reaction,,,,,,,,,,,,X,,X,,,,
especially,,,,,,,,,,,,X,,,,,X,
take,,,,,,,,,,,,,,,,,,
start,,,,,,,,,,,,,,,,,,
mentioned,,,,,,,X,,,,,,,,,,,
before,,,,,,,,,,,,,,,,,,
continued,,,,,,,,,,,,,,,,,,
full,,,,,,,,,,,,,,,,,,
then,,,,,,,,,,,,,,,,,,
went,,,,,,,,,,,,,,,,,,
through,,,,,,,,,,,,,,,,,,
anyway,,,,,,,,,,,,,,,,,,
intent,,,,,,,,,,,,X,,X,,,,
malicious,,,,,,,,,,,,,,,,,,
disregards,,,,,,,,,,,,,,,,,,
definitely,X,X,,,,,,,,,,X,,,,,X,
stole,,,,,,,,,,,,,,,,,,
boy,,,,,,,X,,,,X,,,,,,,
girlfriend,,,,,,,X,,X,,,,,,,,,
backstabbed,,,,,,,,,,,,,,,,,,
worst,X,,X,,,,,,,,,,,,,,,
ever,,,,,,,,,,,,X,,,,,X,
children,,,,,,,X,,,,,,,,,,,
retrospect,,,,,,,,,,,,,,,,,,
always,,,,,,,,,,,,X,,,,,X,
causing,,,,,,,,,,,,X,,X,,,,
intensely,,,,,,,,,,,,,,,,,,
livelihood,X,X,,,,,,,,,,,,,,,,
endangered,,,,,,,,,,,,,,,,,,
embarrassed,X,,X,X,,,X,,,,,,,,,,,
ashamed,X,,X,X,,,,,,,,,,,,,,
haaving,,,,,,,,,,,,,,,,,,
noticeable,,,,,,,,,,,,,,,,,,
expected,,,,,,,,,,,,X,,,X,,,
positive,X,X,,,,,,,,,,X,,,,,X,
closer,,,,,,,,,,,,,,,,,,
wanted,,,,,,,,,,,,X,,,X,,,
mechanism,,,,,,,,,,,,,,,,,,
throw,,,,,,,,,,,,,,,,,,
off,,,,,,,,,,,,,,,,,,
target,,,,,,,,,,,,,,,,,,
case,,,,,,,,,,,,,,,,,,
unless,,,,,,,,,,,,X,,,,,,X
man,,,,,,,X,,,,X,,,,,,,
killed,X,,X,,X,,,,,,,,,,,,,
sister,,,,,,,X,X,,X,,,,,,,,
away,,,,,,,,,,,,,,,,,,
hs,,,,,,,,,,,,,,,,,,
disgusted,X,,X,,,,,,,,,,,,,,,
anguish,X,,X,,,,,,,,,,,,,,,
essentially,,,,,,,,,,,,,,,,,,
cut,X,,X,,,,,,,,,,,,,,,
lives,,,,,,,,,,,,,,,,,,
moment,,,,,,,,,,,,,,,,,,
us,,,,,,,X,,,,,,,,,,,
disputes,,,,,,,,,,,,,,,,,,
arguments,X,,X,,X,,X,,,,,,,,,,,
resolving,X,X,,,,,,,,,,X,X,,,,,
committed,,,,,,,,,,,,X,,,,,X,
imagine,,,,,,,,,,,,X,X,,,,,
punishment,X,,X,,X,,,,,,,,,,,,,
simply,,,,,,,,,,,,,,,,,,
sufficient,,,,,,,,,,,,,,,,,,
allowing,,,,,,,,,,,,X,,X,,,,
accountable,,,,,,,,,,,,,,,,,,
cuz,,,,,,,,,,,,X,,X,,,,
sweet,X,X,,,,,,,,,,,,,,,,
faith,X,X,,,,,,,,,,,,,,,,
improvement,X,X,,,,,,,,,,,,,,,,
perceive,,,,,,,,,,,,X,X,,,,,
irrevocably,,,,,,,,,,,,,,,,,,
fester,,,,,,,,,,,,,,,,,,
small,,,,,,,,,,,,,,,,,,
grows,,,,,,,,,,,,,,,,,,
original,X,X,,,,,,,,,,,,,,,,
distorted,,,,,,,,,,,,,,,,,,
memories,,,,,,,,,,,,X,X,,,,,
miscommunication,,,,,,,,,,,,,,,,,,
long,,,,,,,,,,,,,,,,,,
forgotten,,,,,,,,,,,,,,,,,,
remembers,,,,,,,,,,,,X,X,,,,,
begin,,,,,,,,,,,,,,,,,,
scarred,,,,,,,,,,,,,,,,,,
previous,,,,,,,,,,,,,,,,,,
encounter,,,,,,,,,,,,,,,,,,
trouble,X,,X,,,,,,,,,,,,,,,
safety,X,X,,,,,,,,,,,,,,,,
future,,,,,,,,,,,,,,,,,,
understanding,,,,,,,,,,,,X,X,,,,,
embarrasments,,,,,,,,,,,,,,,,,,
problems,X,,X,,,,,,,,,X,,,X,,,
theft,,,,,,,,,,,,,,,,,,
release,,,,,,,,,,,,,,,,,,
continually,,,,,,,,,,,,,,,,,,
jealous,X,,X,,X,,,,,,,,,,,,,
accomplishes,,,,,,,,,,,,,,,,,,
abuse,X,,X,,X,,,,,,,,,,,,,
group,,,,,,,X,,,,,,,,,,,
resulted,,,,,,,,,,,,X,,X,,,,
amends,,,,,,,,,,,,,,,,,,
infidelity,,,,,,,,,,,,,,,,,,
going,,,,,,,,,,,,,,,,,,
into,,,,,,,,,,,,,,,,,,
changed,,,,,,,,,,,,X,,X,,,,
actually,,,,,,,,,,,,X,,,,,,X
perspective,,,,,,,,,,,,X,X,,,,,
considered,,,,,,,,,,,,X,X,,,,,
details,,,,,,,,,,,,,,,,,,
sides,,,,,,,,,,,,,,,,,,
depends,,,,,,,,,,,,X,,X,,X,,
severity,,,,,,,,,,,,,,,,,,
incurred,,,,,,,,,,,,,,,,,,
overcomes,,,,,,,,,,,,,,,,,,
history,,,,,,,,,,,,,,,,,,
deep,,,,,,,,,,,,,,,,,,
lifetime,,,,,,,,,,,,,,,,,,
quite,,,,,,,,,,,,X,,,,X,,
maintain,,,,,,,,,,,,,,,,,,
seem,,,,,,,,,,,,X,X,,,X,,
work,,,,,,,,,,,,,,,,,,
victim,X,,X,,,,,,,,,,,,,,,
circumstance,,,,,,,,,,,,,,,,,,
heard,,,,,,,X,,,,,,,,,,,
fellow,,,,,,,X,,X,,X,,,,,,,
bring,,,,,,,,,,,,,,,,,,
betraying,,,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,,,,
settle,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,
internal,,,,,,,,,,,,,,,,,,
forget,,,,,,,,,,,,,,,,,,
grandfather,,,,,,,X,X,,,X,,,,,,,
his,,,,,,,X,,,,X,,,,,,,
brother,,,,,,,X,X,,,X,,,,,,,
years,,,,,,,,,,,,,,,,,,
he,,,,,,,X,,,,X,,,,,,,
died,,,,,,,,,,,,,,,,,,
canasta,,,,,,,,,,,,,,,,,,
game,,,,,,,X,,,,,,,,,,,
decide,,,,,,,,,,,,X,X,,,,,
ya,,,,,,,X,,,,,,,,,,,
stop,,,,,,,,,,,,,,,,,,
part,,,,,,,,,,,,,,,,,,
played,X,X,,,,,,,,,,,,,,,,
little,,,,,,,,,,,,,,,,,,
drama,,,,,,,,,,,,,,,,,,
guy's,,,,,,,X,,X,,X,,,,,,,
fault,X,,X,,,,,,,,,,,,,,,
victims,X,,X,,,,,,,,,,,,,,,
they like,X,X,,,,,,,,,,,,,,,,
emtionally,,,,,,,,,,,,,,,,,,
resentful,X,,X,,X,,,,,,,,,,,,,
admit,,,,,,,X,,,,,X,X,,,,,
fell,,,,,,,,,,,,,,,,,,
failed,X,,X,,,X,,,,,,,,,,,,
meet,,,,,,,X,,,,,,,,,,,
continuously,,,,,,,,,,,,,,,,,,
communication,,,,,,,X,,,,,,,,,,,
surrounding,,,,,,,,,,,,,,,,,,
shut,,,,,,,,,,,,,,,,,,
caught,,,,,,,,,,,,,,,,,,
committing,,,,,,,,,,,,X,,,,,X,
shouldn't,,,,,,,,,,,,X,,,X,,,
blanket,,,,,,,,,,,,,,,,,,
statement,,,,,,,,,,,,X,X,,,,,
tolerance,X,X,,,,,,,,,,,,,,,,
willingness,,,,,,,,,,,,,,,,,,
possibly,,,,,,,,,,,,X,,,,X,,
stem,,,,,,,,,,,,,,,,,,
breach,,,,,,,,,,,,,,,,,,
constant,,,,,,,,,,,,,,,,,,
fighting,X,,X,,X,,X,,,,,,,,,,,
avoid,X,,X,X,,,,,,,,,,,,,,
invigorating,X,X,,,,,,,,,,,,,,,,
person's,,,,,,,X,,,,,,,,,,,
proper,,,,,,,,,,,,,,,,,,
apologies,,,,,,,X,,,,,,,,,,,
rectify,,,,,,,,,,,,,,,,,,
happy,X,X,,,,,,,,,,,,,,,,
overall,,,,,,,,,,,,X,,,,X,,
ended,,,,,,,,,,,,,,,,,,
thinks,,,,,,,,,,,,X,X,,,,,
ruined,X,,X,,,X,,,,,,,,,,,,
romantically,X,X,,,,,,,,,,,,,,,,
toward,,,,,,,,,,,,,,,,,,
residual,,,,,,,,,,,,,,,,,,
dealing,,,,,,,,,,,,,,,,,,
offers,,,,,,,X,,,,,,,,,,,
protection,,,,,,,,,,,,,,,,,,
allow,,,,,,,,,,,,X,,X,,,,
wounds,,,,,,,,,,,,,,,,,,
entitlement,,,,,,,,,,,,,,,,,,
disrespected,,,,,,,,,,,,,,,,,,
harbor,,,,,,,,,,,,,,,,,,
ill,,,,,,,,,,,,,,,,,,
anything,,,,,,,,,,,,X,,,,X,,
relatively,,,,,,,,,,,,,,,,,,
deeply,,,,,,,,,,,,,,,,,,
traumatizing,X,,X,,,,,,,,,,,,,,,
profound,,,,,,,,,,,,,,,,,,
appropriately,,,,,,,,,,,,,,,,,,
hurtful,X,,X,,,X,,,,,,,,,,,,
harms,X,,X,,,,,,,,,,,,,,,
deserves,,,,,,,,,,,,,,,,,,
sake,,,,,,,,,,,,,,,,,,
effected,,,,,,,,,,,,X,X,X,,,,
forever,,,,,,,,,,,,X,,,,,X,
spite,X,,X,,X,,,,,,,,,,,,,
carelessly,X,,X,,,,,,,,,,,,,,,
defense,X,,X,,,,,,,,,,,,,,,
further,,,,,,,,,,,,,,,,,,
basically,,,,,,,,,,,,,,,,,,
irrational,X,,X,X,,,,,,,,,,,,,,
our,,,,,,,X,,,,,,,,,,,
severe,X,,X,,,,,,,,,,,,,,,
breaches,,,,,,,,,,,,,,,,,,
attempt,,,,,,,,,,,,,,,,,,
redress,,,,,,,,,,,,,,,,,,
grievance,X,,X,,,X,,,,,,,,,,,,
conflict,,,,,,,,,,,,,,,,,,
members,,,,,,,X,,,,,,,,,,,
unacceptable,X,,X,,,,,,,,,X,X,,,,,
process,,,,,,,,,,,,,,,,,,
chosen,,,,,,,,,,,,,,,,,,
handled,,,,,,,,,,,,,,,,,,
differently,,,,,,,,,,,,X,,,,,,X
lot,,,,,,,,,,,,X,,,,X,,
thye,,,,,,,,,,,,,,,,,,
nothing,,,,,,,,,,,,X,,,,,X,
lose,X,,X,,,X,,,,,,,,,,,,
circle,,,,,,,,,,,,,,,,,,
safe,X,X,,,,,,,,,,,,,,,,
resent,X,,X,,X,,,,,,,,,,,,,
based,,,,,,,,,,,,X,,X,,,,
pessimistic,X,,X,,,X,,,,,,,,,,,,
incredible,,,,,,,,,,,,,,,,,,
harder,,,,,,,,,,,,,,,,,,
recompense,,,,,,,,,,,,,,,,,,
fed,,,,,,,,,,,,,,,,,,
attitude,,,,,,,,,,,,,,,,,,
quarrel,,,,,,,,,,,,,,,,,,
misunderstanding,,,,,,,,,,,,X,X,,,,,
bottling,,,,,,,,,,,,,,,,,,
resolve,X,X,,,,,,,,,,X,X,,,,,
amicably,,,,,,,,,,,,,,,,,,
psychologically,,,,,,,,,,,,,,,,,,
unforgiving,,,,,,,,,,,,,,,,,,
shortcomings,,,,,,,,,,,,,,,,,,
sure,X,X,,,,,,,,,,X,,,,,X,
