Filename,Segment,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture
emtn_4.txt,1,73.47,62.81,1.36,61.45,11.34,28.34,18.37,2.95,0.00,0.00,0.00,0.00,6.12,1.59,0.45,2.04,1.59,0.23,0.23,4.99,0.45,1.36,1.81,0.45,1.13,0.68,4.31,0.00
