Filename,Segment,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture
emtn_3.txt,1,81.11,67.11,1.78,65.11,8.89,33.33,19.56,3.11,0.00,0.22,0.00,0.00,6.44,2.89,0.22,1.11,2.00,0.00,0.44,3.56,0.00,0.89,2.00,0.00,0.89,0.67,4.89,0.22
