Word,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,
messy,X,,X,,,,,,,,,,,,,,,
won,X,X,,,,,,,,,,,,,,,,
race,,,,,,,,,,,,,,,,,,
full,,,,,,,,,,,,,,,,,,
story,,,,,,,X,,,,,,,,,,,
else,,,,,,,,,,,,X,,,,,,X
since,,,,,,,,,,,,X,,X,,,,
firsthand,,,,,,,,,,,,,,,,,,
forgets,,,,,,,,,,,,,,,,,,
planned,,,,,,,,,,,,,,,,,,
opinion,,,,,,,,,,,,X,,,,X,,
arise,,,,,,,,,,,,,,,,,,
incidents,,,,,,,,,,,,,,,,,,
lasting,,,,,,,,,,,,,,,,,,
consequences,,,,,,,,,,,,X,,X,,,,
offender,X,,X,,X,,,,,,,,,,,,,
changed,,,,,,,,,,,,X,,X,,,,
his,,,,,,,X,,,,X,,,,,,,
actually,,,,,,,,,,,,X,,,,,,X
individual,,,,,,,X,,,,,,,,,,,
necessarily,,,,,,,,,,,,X,,,,,X,
nor,,,,,,,,,,,,X,,,,,,X
ever,,,,,,,,,,,,X,,,,,X,
try,,,,,,,,,,,,X,,,,X,,
move,,,,,,,,,,,,,,,,,,
friendships,,,,,,,,,,,,,,,,,,
run,,,,,,,,,,,,,,,,,,
dealt,,,,,,,,,,,,,,,,,,
inappropriate,,,,,,,,,,,,,,,,,,
holds,,,,,,,,,,,,,,,,,,
brother,,,,,,,X,X,,,X,,,,,,,
passed,,,,,,,,,,,,,,,,,,
away,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,
won't,,,,,,,,,,,,,,,,,,
totally,,,,,,,,,,,,X,,,,,X,
book,,,,,,,,,,,,,,,,,,
benefits,X,X,,,,,,,,,,,,,,,,
sense,,,,,,,,,,,,X,X,,,,,
manipulate,,,,,,,,,,,,X,,X,,,,
put,,,,,,,,,,,,,,,,,,
making,,,,,,,,,,,,X,,X,,,,
simple,,,,,,,,,,,,,,,,,,
without,,,,,,,,,,,,X,,,,,,X
big,,,,,,,,,,,,,,,,,,
significant,,,,,,,,,,,,,,,,,,
talked,,,,,,,X,,,,,,,,,,,
discussed,,,,,,,X,,,,,,,,,,,
repressed,X,,X,X,,,,,,,,,,,,,,
blood,,,,,,,,,,,,,,,,,,
feuds,X,,X,,X,,X,,,,,,,,,,,
plainly,,,,,,,,,,,,,,,,,,
illogical,,,,,,,,,,,,,,,,,,
country,,,,,,,,,,,,,,,,,,
practice,,,,,,,,,,,,,,,,,,
hatfield,,,,,,,,,,,,,,,,,,
mccoy,,,,,,,,,,,,,,,,,,
source,,,,,,,,,,,,X,,X,,,,
fixed,,,,,,,,,,,,,,,,,,
unhealthy,,,,,,,,,,,,,,,,,,
sake,,,,,,,,,,,,,,,,,,
cut,X,,X,,,,,,,,,,,,,,,
honk,,,,,,,,,,,,,,,,,,
you're,,,,,,,X,,,,,,,,,,,
shoudlve,,,,,,,,,,,,,,,,,,
careful,,,,,,,,,,,,,,,,,,
responsibility,,,,,,,,,,,,,,,,,,
attempt,,,,,,,,,,,,,,,,,,
address,,,,,,,,,,,,,,,,,,
faith,X,X,,,,,,,,,,,,,,,,
hard,,,,,,,,,,,,,,,,,,
general,,,,,,,,,,,,,,,,,,
onto,,,,,,,,,,,,,,,,,,
others,,,,,,,,,,,,X,,,,,,X
mad,X,,X,,X,,,,,,,,,,,,,
unreasonable,,,,,,,,,,,,,,,,,,
decision,,,,,,,,,,,,X,X,,,,,
breaking,,,,,,,,,,,,,,,,,,
personal,X,,,,,,X,,,,,,,,,,,
found,,,,,,,,,,,,X,X,,,,,
weren't,,,,,,,,,,,,X,,,,,,X
harmful,X,,X,,,,,,,,,,,,,,,
toxicity,,,,,,,,,,,,,,,,,,
impacting,,,,,,,,,,,,,,,,,,
impactful,,,,,,,,,,,,,,,,,,
bitter,X,,X,,X,,,,,,,,,,,,,
brings,,,,,,,,,,,,,,,,,,
around,,,,,,,,,,,,,,,,,,
dinner,,,,,,,,,,,,,,,,,,
somone,,,,,,,,,,,,,,,,,,
admits,,,,,,,X,,,,,X,X,,,,,
deserving,,,,,,,,,,,,,,,,,,
advance,,,,,,,,,,,,,,,,,,
career,,,,,,,,,,,,,,,,,,
place,,,,,,,,,,,,,,,,,,
treats,,,,,,,,,,,,,,,,,,
badly,X,,X,,,,,,,,,,,,,,,
knows,,,,,,,,,,,,X,X,,,,,
annoyances,,,,,,,,,,,,,,,,,,
recall,,,,,,,,,,,,X,X,,,,,
childhood,,,,,,,,,,,,,,,,,,
mother,,,,,,,X,X,,X,,,,,,,,
driving,,,,,,,,,,,,,,,,,,
began,,,,,,,,,,,,,,,,,,
following,,,,,,,,,,,,,,,,,,
able,,,,,,,,,,,,,,,,,,
lose,X,,X,,,X,,,,,,,,,,,,
eventually,,,,,,,,,,,,,,,,,,
silly,X,X,,,,,,,,,,,,,,,,
yard,,,,,,,,,,,,,,,,,,
says,,,,,,,X,,,,,,,,,,,
look,,,,,,,,,,,,,,,,,,
certain,X,X,,,,,,,,,,X,,,,,X,
clothes,,,,,,,,,,,,,,,,,,
implications,,,,,,,,,,,,X,,X,,,,
few,,,,,,,,,,,,,,,,,,
months,,,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,,,,
canceled,,,,,,,,,,,,,,,,,,
minute,,,,,,,,,,,,,,,,,,
ghosted,,,,,,,,,,,,,,,,,,
going,,,,,,,,,,,,,,,,,,
emotionally,,,,,,,,,,,,,,,,,,
personally,,,,,,,,,,,,,,,,,,
write,,,,,,,,,,,,,,,,,,
whole,,,,,,,,,,,,,,,,,,
empathetic,,,,,,,,,,,,,,,,,,
e.g.,,,,,,,,,,,,,,,,,,
hearing,,,,,,,X,,,,,,,,,,,
gossip,X,,X,,,,X,,,,,,,,,,,
accidently,,,,,,,,,,,,,,,,,,
basically,,,,,,,,,,,,,,,,,,
severe,X,,X,,,,,,,,,,,,,,,
outcome,,,,,,,,,,,,X,,X,,,,
hurtful,X,,X,,,X,,,,,,,,,,,,
bit,,,,,,,,,,,,,,,,,,
unknowingly,,,,,,,,,,,,X,,,,X,,
opposing,,,,,,,,,,,,,,,,,,
team,,,,,,,X,,,,,,,,,,,
goalie,,,,,,,,,,,,,,,,,,
lost,X,,X,,,X,,,,,,,,,,,,
issue,,,,,,,,,,,,,,,,,,
living,,,,,,,,,,,,,,,,,,
treat,X,X,,,,,,,,,,,,,,,,
occurs,,,,,,,,,,,,,,,,,,
stubborn,X,,X,,X,,,,,,,,,,,,,
wrongs,X,,X,,,,,,,,,,,,,,,
apologizes,,,,,,,X,,,,,,,,,,,
consciously,,,,,,,,,,,,X,X,,,,,
directly,,,,,,,,,,,,X,,,,,X,
neighbor,,,,,,,X,,X,,,,,,,,,
nicer,X,X,,,,,,,,,,,,,,,,
boat,,,,,,,,,,,,,,,,,,
nice,X,X,,,,,,,,,,,,,,,,
grill,,,,,,,,,,,,,,,,,,
etc,,,,,,,,,,,,,,,,,,
previous,,,,,,,,,,,,,,,,,,
answer,,,,,,,,,,,,X,X,,,,,
ruin,X,,X,,,X,,,,,,,,,,,,
course,,,,,,,,,,,,,,,,,,
needs,,,,,,,,,,,,X,,,X,,,
addressed,,,,,,,,,,,,,,,,,,
tells,,,,,,,X,,,,,,,,,,,
white,,,,,,,,,,,,,,,,,,
lie,,,,,,,,,,,,,,,,,,
tripping,,,,,,,,,,,,,,,,,,
destruction,X,,X,,X,,,,,,,,,,,,,
property,,,,,,,,,,,,,,,,,,
lamp,,,,,,,,,,,,,,,,,,
compensation,,,,,,,,,,,,,,,,,,
simply,,,,,,,,,,,,,,,,,,
hiding,,,,,,,,,,,,,,,,,,
becomes,,,,,,,,,,,,X,X,,,,,
stressful,X,,X,X,,,,,,,,,,,,,,
turns,,,,,,,,,,,,,,,,,,
caring,X,X,,,,,,,,,,,,,,,,
commits,,,,,,,,,,,,X,,,,,X,
crime,,,,,,,,,,,,,,,,,,
profusely,,,,,,,,,,,,,,,,,,
takes,,,,,,,,,,,,,,,,,,
consistent,,,,,,,,,,,,,,,,,,
visible,,,,,,,,,,,,,,,,,,
rectify,,,,,,,,,,,,,,,,,,
regarding,,,,,,,,,,,,,,,,,,
unless,,,,,,,,,,,,X,,,,,,X
egregious,,,,,,,,,,,,,,,,,,
overcome,,,,,,,,,,,,,,,,,,
lasts,,,,,,,,,,,,,,,,,,
physical,,,,,,,,,,,,,,,,,,
pain,X,,X,,,,,,,,,,,,,,,
somebody,,,,,,,X,,,,,X,,,,X,,
borrowed,,,,,,,,,,,,,,,,,,
pencil,,,,,,,,,,,,,,,,,,
returned,,,,,,,,,,,,,,,,,,
unaware,,,,,,,,,,,,X,X,,,,,
effort,,,,,,,,,,,,,,,,,,
friend's,,,,,,,,,,,,,,,,,,
miss,X,,X,,,X,,,,,,,,,,,,
occasion,,,,,,,,,,,,,,,,,,
unforeseen,,,,,,,,,,,,,,,,,,
demonstrated,,,,,,,,,,,,,,,,,,
emotional,X,,X,,,,,,,,,,,,,,,
growth,,,,,,,,,,,,,,,,,,
firmly,,,,,,,,,,,,,,,,,,
multiple,,,,,,,,,,,,,,,,,,
times,,,,,,,,,,,,,,,,,,
plays,X,X,,,,,,,,,,,,,,,,
practical,,,,,,,,,,,,,,,,,,
irrational,X,,X,X,,,,,,,,,,,,,,
although,,,,,,,,,,,,X,,,,,,X
depends,,,,,,,,,,,,X,,X,,X,,
type,,,,,,,,,,,,,,,,,,
shows,,,,,,,,,,,,,,,,,,
remorse,X,,X,,,X,,,,,,,,,,,,
repercussions,,,,,,,,,,,,,,,,,,
give,,,,,,,X,,,,,,,,,,,
eraser,,,,,,,,,,,,,,,,,,
whom,,,,,,,X,,,,,,,,,,,
transgressions,,,,,,,,,,,,,,,,,,
paying,,,,,,,,,,,,,,,,,,
loan,,,,,,,,,,,,,,,,,,
meanness,,,,,,,,,,,,,,,,,,
basic,,,,,,,,,,,,,,,,,,
gossiping,X,,X,,,,X,,,,,,,,,,,
insults,X,,X,,X,,X,,,,,,,,,,,
one's,,,,,,,,,,,,,,,,,,
advocate,,,,,,,,,,,,,,,,,,
resolving,X,X,,,,,,,,,,X,X,,,,,
close,,,,,,,,,,,,,,,,,,
dislike,X,,X,,,,,,,,,,,,,,,
most,,,,,,,,,,,,X,,,,X,,
forgiving,X,X,,,,,X,,,,,X,X,,,,,
allow,,,,,,,,,,,,X,,X,,,,
those,,,,,,,,,,,,,,,,,,
impacted,,,,,,,,,,,,,,,,,,
error,,,,,,,,,,,,,,,,,,
yo,,,,,,,,,,,,,,,,,,
stay,,,,,,,,,,,,,,,,,,
absolutely,,,,,,,,,,,,X,,,,,X,
each,,,,,,,,,,,,,,,,,,
awarded,X,X,,,,,,,,,,,,,,,,
deserved,,,,,,,,,,,,,,,,,,
resolved,X,X,,,,,,,,,,X,X,,,,,
talking,,,,,,,X,,,,,,,,,,,
first,,,,,,,,,,,,,,,,,,
intent,,,,,,,,,,,,X,,X,,,,
malicious,,,,,,,,,,,,,,,,,,
husband,,,,,,,X,X,,,X,,,,,,,
take,,,,,,,,,,,,,,,,,,
trash,,,,,,,,,,,,,,,,,,
assumption,,,,,,,,,,,,X,X,,,X,,
attempts,,,,,,,,,,,,,,,,,,
talk,,,,,,,X,,,,,,,,,,,
permission,,,,,,,,,,,,,,,,,,
anyway,,,,,,,,,,,,,,,,,,
reparations,,,,,,,,,,,,,,,,,,
certainly,X,X,,,,,,,,,,X,,,,,X,
fix,,,,,,,,,,,,,,,,,,
whatever,,,,,,,,,,,,,,,,,,
gone,,,,,,,,,,,,,,,,,,
amends,,,,,,,,,,,,,,,,,,
otherwise,,,,,,,,,,,,X,,,,,,X
paid,,,,,,,,,,,,,,,,,,
debt,,,,,,,,,,,,,,,,,,
continue,,,,,,,,,,,,,,,,,,
solely,,,,,,,,,,,,,,,,,,
gain,,,,,,,,,,,,,,,,,,
advantage,X,X,,,,,,,,,,,,,,,,
anyone,,,,,,,X,,,,,X,,,,X,,
accept,X,X,,,,,,,,,,X,X,,,,,
result,,,,,,,,,,,,X,,X,,,,
difference,,,,,,,,,,,,X,,,,,,X
win,X,X,,,,,,,,,,,,,,,,
prefer,,,,,,,,,,,,X,X,,X,,,
lot,,,,,,,,,,,,X,,,,X,,
remedy,,,,,,,,,,,,,,,,,,
efforts,,,,,,,,,,,,,,,,,,
spills,,,,,,,,,,,,,,,,,,
drink,,,,,,,,,,,,,,,,,,
walking,,,,,,,,,,,,,,,,,,
room,,,,,,,,,,,,,,,,,,
sitting,,,,,,,,,,,,,,,,,,
likely,,,,,,,,,,,,X,,,,X,,
absentminded,,,,,,,,,,,,,,,,,,
opposed,,,,,,,,,,,,,,,,,,
deliberately,,,,,,,,,,,,,,,,,,
difficult,X,,X,,,,,,,,,,,,,,,
show,,,,,,,,,,,,,,,,,,
clean,,,,,,,,,,,,,,,,,,
spill,,,,,,,,,,,,,,,,,,
extra,,,,,,,,,,,,,,,,,,
sit,,,,,,,,,,,,,,,,,,
status,,,,,,,,,,,,,,,,,,
reasonable,,,,,,,,,,,,X,X,X,,,,
agree,X,X,,,,,,,,,,,,,,,,
store,,,,,,,,,,,,,,,,,,
eating,,,,,,,,,,,,,,,,,,
favorite,X,X,,,,,,,,,,,,,,,,
ice,,,,,,,,,,,,,,,,,,
cream,,,,,,,,,,,,,,,,,,
miscommunication,,,,,,,,,,,,,,,,,,
fundamentally,,,,,,,,,,,,X,,,,,X,
wrought,,,,,,,,,,,,,,,,,,
frustration,X,,X,,X,,,,,,,,,,,,,
agreeing,X,X,,,,,,,,,,,,,,,,
guess,,,,,,,,,,,,X,,,,X,,
goofball,,,,,,,,,,,,,,,,,,
explains,,,,,,,X,,,,,X,X,,,,,
mature,,,,,,,,,,,,,,,,,,
resentment,X,,X,,X,,,,,,,,,,,,,
upsets,X,,X,X,,,,,,,,,,,,,,
came,,,,,,,,,,,,,,,,,,
maintain,,,,,,,,,,,,,,,,,,
feeling,,,,,,,,,,,,X,X,,,,,
bitterness,X,,X,,X,,,,,,,,,,,,,
toward,,,,,,,,,,,,,,,,,,
aware,,,,,,,,,,,,X,X,,,,,
fully,,,,,,,,,,,,,,,,,,
keeping,,,,,,,,,,,,,,,,,,
contact,,,,,,,X,,X,,,,,,,,,
tend,,,,,,,,,,,,,,,,,,
depressive,X,,X,,,X,,,,,,,,,,,,
episodes,,,,,,,,,,,,,,,,,,
face,,,,,,,,,,,,,,,,,,
planet,,,,,,,,,,,,,,,,,,
capable,,,,,,,,,,,,,,,,,,
year,,,,,,,,,,,,,,,,,,
poor,X,,X,,,,,,,,,,,,,,,
friendship,,,,,,,,,,,,,,,,,,
abilities,,,,,,,,,,,,,,,,,,
health,,,,,,,,,,,,,,,,,,
sport,,,,,,,,,,,,,,,,,,
teams,,,,,,,X,,,,,,,,,,,
beating,,,,,,,,,,,,,,,,,,
players,,,,,,,,,,,,,,,,,,
turned,,,,,,,,,,,,,,,,,,
you like,X,X,,,,,,,,,,,,,,,,
rights,,,,,,,,,,,,,,,,,,
decide,,,,,,,,,,,,X,X,,,,,
open,,,,,,,,,,,,,,,,,,
listening,,,,,,,X,,,,,,,,,,,
people's,,,,,,,X,,,,,,,,,,,
sides,,,,,,,,,,,,,,,,,,
stupidest,X,,X,,X,,,,,,,,,,,,,
irritated,X,,X,X,,,,,,,,,,,,,,
immediately,,,,,,,,,,,,,,,,,,
apologetic,,,,,,,X,,,,,,,,,,,
different,,,,,,,,,,,,X,,,,,,X
your's,,,,,,,,,,,,,,,,,,
interpretation,,,,,,,,,,,,X,X,,,,,
obviously,,,,,,,,,,,,X,,,,,X,
yet,,,,,,,,,,,,,,,,,,
decides,,,,,,,,,,,,X,X,,,,,
beacuse,,,,,,,,,,,,,,,,,,
pen,,,,,,,,,,,,,,,,,,
use,,,,,,,,,,,,X,,X,,,,
owing,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
overreacts,,,,,,,,,,,,,,,,,,
quick,,,,,,,,,,,,,,,,,,
lives,,,,,,,,,,,,,,,,,,
smallest,,,,,,,,,,,,,,,,,,
itself,,,,,,,,,,,,,,,,,,
easily,X,X,,,,,,,,,,,,,,,,
stupidity,X,,X,,X,,,,,,,,,,,,,
oppinen,,,,,,,,,,,,,,,,,,
stranger,,,,,,,,,,,,,,,,,,
calls,,,,,,,X,,,,,,,,,,,
identifies,,,,,,,,,,,,X,X,,,,,
i'm,,,,,,,,,,,,,,,,,,
sure,X,X,,,,,,,,,,X,,,,,X,
exhibited,,,,,,,,,,,,,,,,,,
intentions,,,,,,,,,,,,X,,X,,,,
incredibly,,,,,,,,,,,,,,,,,,
reflects,,,,,,,,,,,,X,X,,,,,
insulted,X,,X,,X,,X,,,,,,,,,,,
loved,X,X,,,,,X,,,,,,,,,,,
drops,,,,,,,,,,,,,,,,,,
food,,,,,,,,,,,,,,,,,,
floor,,,,,,,,,,,,,,,,,,
affect,,,,,,,,,,,,X,,X,,,,
trust,X,X,,,,,X,,,,,,,,,,,
extent,,,,,,,,,,,,,,,,,,
holder,,,,,,,,,,,,,,,,,,
pizza,,,,,,,,,,,,,,,,,,
delivery,,,,,,,,,,,,,,,,,,
fine,X,X,,,,,,,,,,,,,,,,
annoyed,X,,X,,X,,,,,,,,,,,,,
easy,X,X,,,,,,,,,,,,,,,,
jump,,,,,,,,,,,,,,,,,,
conclusions,,,,,,,,,,,,X,X,,,,,
establishment,,,,,,,,,,,,,,,,,,
understanding,,,,,,,,,,,,X,X,,,,,
specific,,,,,,,,,,,,X,,,,,X,
night,,,,,,,,,,,,,,,,,,
usually,,,,,,,,,,,,X,,,,X,,
squabbles,,,,,,,,,,,,,,,,,,
headed,,,,,,,,,,,,,,,,,,
let's,,,,,,,X,,,,,,,,,,,
mom,,,,,,,X,X,,X,,,,,,,,
looks,,,,,,,,,,,,,,,,,,
youngest,,,,,,,,,,,,,,,,,,
reconciled,,,,,,,,,,,,X,X,,,,,
spilling,,,,,,,,,,,,,,,,,,
apologizing,,,,,,,X,,,,,,,,,,,
unnecessary,,,,,,,,,,,,,,,,,,
deal,,,,,,,,,,,,,,,,,,
violation,X,,X,,X,,,,,,,,,,,,,
cruel,X,,X,,X,,,,,,,,,,,,,
imprudential,,,,,,,,,,,,,,,,,,
impacts,,,,,,,,,,,,,,,,,,
morally,,,,,,,,,,,,,,,,,,
concerns,,,,,,,,,,,,,,,,,,
supposed,,,,,,,,,,,,X,,,,X,,
meet,,,,,,,X,,,,,,,,,,,
hasn't,,,,,,,,,,,,X,,,,,,X
burdened,X,,X,,,,,,,,,,,,,,,
numerous,,,,,,,,,,,,,,,,,,
occasions,,,,,,,,,,,,,,,,,,
continues,,,,,,,,,,,,,,,,,,
create,X,X,,,,,,,,,,X,,X,,,,
mistrust,,,,,,,,,,,,,,,,,,
relationships,,,,,,,X,,,,,,,,,,,
besides,,,,,,,,,,,,X,,,X,,,
fact,,,,,,,,,,,,X,,,,,X,
drag,,,,,,,,,,,,,,,,,,
carry,,,,,,,,,,,,,,,,,,
soothing,,,,,,,,,,,,,,,,,,
kindness,X,X,,,,,,,,,,,,,,,,
compassion,X,X,,,,,X,,,,,,,,,,,
desires,X,X,,,,,,,,,,X,,,X,,,
wrongful,X,,X,,,,,,,,,,,,,,,
under,,,,,,,,,,,,,,,,,,
influence,,,,,,,,,,,,X,,X,,,,
illness,,,,,,,,,,,,,,,,,,
received,,,,,,,X,,,,,,,,,,,
treatment,,,,,,,,,,,,,,,,,,
point,,,,,,,,,,,,,,,,,,
forget,,,,,,,,,,,,,,,,,,
trusting,X,X,,,,,X,,,,,,,,,,,
doubt,X,,X,X,,,,,,,,X,,,,X,,
proven,,,,,,,,,,,,X,X,,,,X,
jealous,X,,X,,X,,,,,,,,,,,,,
success,X,X,,,,,,,,,,,,,,,,
willfully,,,,,,,,,,,,,,,,,,
heat,,,,,,,,,,,,,,,,,,
moment,,,,,,,,,,,,,,,,,,
start,,,,,,,,,,,,,,,,,,
fifteenth,,,,,,,,,,,,,,,,,,
borrowing,,,,,,,,,,,,,,,,,,
afford,,,,,,,,,,,,,,,,,,
apoligizes,,,,,,,,,,,,,,,,,,
heart,,,,,,,,,,,,,,,,,,
agian,,,,,,,,,,,,,,,,,,
fairly,,,,,,,,,,,,X,,,,X,,
contest,,,,,,,,,,,,,,,,,,
childish,,,,,,,,,,,,,,,,,,
described,,,,,,,,,,,,,,,,,,
above,,,,,,,,,,,,,,,,,,
paragraph,,,,,,,,,,,,,,,,,,
targeted,,,,,,,,,,,,,,,,,,
entity,,,,,,,,,,,,,,,,,,
deserve,,,,,,,,,,,,,,,,,,
rancor,,,,,,,,,,,,,,,,,,
distracts,X,,,,,,,,,,,X,X,,,,,
restricts,,,,,,,,,,,,,,,,,,
fairness,,,,,,,,,,,,,,,,,,
side,,,,,,,,,,,,,,,,,,
cool,X,X,,,,,,,,,,,,,,,,
unrelated,,,,,,,,,,,,X,X,,,,,
resolvable,X,X,,,,,,,,,,X,X,,,,,
conflict,,,,,,,,,,,,,,,,,,
judgement,,,,,,,,,,,,,,,,,,
misunderstood,,,,,,,,,,,,X,X,,,,,
led,,,,,,,,,,,,X,,X,,,,
falling,,,,,,,,,,,,,,,,,,
large,,,,,,,,,,,,,,,,,,
quality,,,,,,,,,,,,,,,,,,
correctly,,,,,,,,,,,,X,,,,,X,
restaurant,,,,,,,,,,,,,,,,,,
forgiven,X,X,,,,,X,,,,,X,X,,,,,
anytime,,,,,,,,,,,,X,,,,X,,
helps,X,X,,,,,X,,,,,,,,,,,
distance,,,,,,,,,,,,,,,,,,
possible,,,,,,,,,,,,X,,,,X,,
indiscretion,,,,,,,,,,,,,,,,,,
expresses,,,,,,,X,,,,,,,,,,,
planning,,,,,,,,,,,,,,,,,,
need,,,,,,,,,,,,X,,,X,,,
study,,,,,,,,,,,,,,,,,,
exam,,,,,,,,,,,,,,,,,,
altercations,,,,,,,,,,,,,,,,,,
stole,,,,,,,,,,,,,,,,,,
piece,,,,,,,,,,,,,,,,,,
react,,,,,,,,,,,,X,,X,,,,
someone's,,,,,,,X,,,,,X,,,,X,,
accidentially,,,,,,,,,,,,,,,,,,
eats,,,,,,,,,,,,,,,,,,
arrested,,,,,,,,,,,,,,,,,,
domestic,,,,,,,,,,,,,,,,,,
abuse,X,,X,,X,,,,,,,,,,,,,
applicant,,,,,,,,,,,,,,,,,,
hired,,,,,,,,,,,,,,,,,,
cookie,,,,,,,,,,,,,,,,,,
snack,,,,,,,,,,,,,,,,,,
harbor,,,,,,,,,,,,,,,,,,
somthing,,,,,,,,,,,,,,,,,,
behind,,,,,,,,,,,,,,,,,,
inconvenient,,,,,,,,,,,,,,,,,,
communication,,,,,,,X,,,,,,,,,,,
empathy,,,,,,,,,,,,,,,,,,
owe,,,,,,,,,,,,,,,,,,
asks,,,,,,,X,,,,,,,,,,,
particularly,,,,,,,,,,,,X,,,,,X,
love,X,X,,,,,X,,,,,,,,,,,
sadness,X,,X,,,X,,,,,,,,,,,,
confusion,,,,,,,,,,,,X,,,,X,,
dwell,X,,X,X,,,,,,,,,,,,,,
events,,,,,,,,,,,,,,,,,,
filled,,,,,,,,,,,,,,,,,,
hostility,X,,X,,X,,X,,,,,,,,,,,
root,,,,,,,,,,,,X,,X,,,,
speak,,,,,,,X,,,,,,,,,,,
rudely,X,,X,,X,,,,,,,,,,,,,
rubbed,,,,,,,,,,,,,,,,,,
personality,,,,,,,,,,,,,,,,,,
abrasive,,,,,,,,,,,,,,,,,,
bumping,,,,,,,,,,,,,,,,,,
involved,,,,,,,X,,,,,,,,,,,
extremely,,,,,,,,,,,,X,,,,,X,
battle,X,,X,,X,,,,,,,,,,,,,
talks,,,,,,,X,,,,,,,,,,,
misunderstandings,,,,,,,,,,,,X,X,,,,,
biases,,,,,,,,,,,,,,,,,,
cleared,,,,,,,,,,,,,,,,,,
views,,,,,,,,,,,,,,,,,,
minuscule,,,,,,,,,,,,,,,,,,
care,X,X,,,,,,,,,,,,,,,,
shallow,,,,,,,,,,,,,,,,,,
superficial,,,,,,,,,,,,,,,,,,
beliefs,,,,,,,,,,,,X,X,,,,,
moral,,,,,,,,,,,,,,,,,,
values,X,X,,,,,,,,,,,,,,,,
principles,,,,,,,,,,,,,,,,,,
disagree,X,,X,,,,,,,,,,,,,,,
walk,,,,,,,,,,,,,,,,,,
occurred,,,,,,,,,,,,,,,,,,
objectively,,,,,,,,,,,,,,,,,,
outworked,,,,,,,,,,,,,,,,,,
outperformed,,,,,,,,,,,,,,,,,,
prompted,,,,,,,,,,,,,,,,,,
repeated,,,,,,,,,,,,,,,,,,
chair,,,,,,,,,,,,,,,,,,
explanation,,,,,,,,,,,,X,X,,,,,
waiter,,,,,,,,,,,,,,,,,,
longer,,,,,,,,,,,,,,,,,,
expected,,,,,,,,,,,,X,,,X,,,
members,,,,,,,X,,,,,,,,,,,
differences,,,,,,,,,,,,X,,,,,,X
revenge,X,,X,,X,,,,,,,,,,,,,
whenever,,,,,,,,,,,,,,,,,,
between,,,,,,,,,,,,,,,,,,
enjoy,X,X,,,,,,,,,,,,,,,,
spending,,,,,,,,,,,,,,,,,,
caused,,,,,,,,,,,,X,,X,,,,
moderate,,,,,,,,,,,,,,,,,,
express,,,,,,,X,,,,,,,,,,,
regret,X,,X,,,X,,,,,,X,,,X,,,
snaps,,,,,,,,,,,,,,,,,,
day,,,,,,,,,,,,,,,,,,
spouse,,,,,,,X,X,,,,,,,,,,
snap,,,,,,,,,,,,,,,,,,
innocent,X,X,,,,,,,,,,,,,,,,
vicious,X,,X,,X,,,,,,,,,,,,,
arguments,X,,X,,X,,X,,,,,,,,,,,
everyday,,,,,,,,,,,,X,,,,,X,
stuff,,,,,,,,,,,,,,,,,,
haven't,,,,,,,,,,,,X,,,,,,X
legitimate,,,,,,,,,,,,,,,,,,
alternative,,,,,,,,,,,,X,,,,,,X
assessing,,,,,,,,,,,,,,,,,,
injustice,,,,,,,,,,,,,,,,,,
words,,,,,,,,,,,,,,,,,,
possibility,,,,,,,,,,,,X,,,,X,,
sincere,X,X,,,,,,,,,,,,,,,,
mend,,,,,,,,,,,,,,,,,,
breach,,,,,,,,,,,,,,,,,,
two,,,,,,,,,,,,,,,,,,
thinks,,,,,,,,,,,,X,X,,,,,
anyways,,,,,,,,,,,,,,,,,,
mug,,,,,,,,,,,,,,,,,,
told,,,,,,,X,,,,,,,,,,,
million,,,,,,,,,,,,,,,,,,
jealousy,X,,X,,X,,,,,,,,,,,,,
worthwhile,X,X,,,,,,,,,,,,,,,,
rethink,,,,,,,,,,,,X,X,,,,,
bascially,,,,,,,,,,,,,,,,,,
opposite,,,,,,,,,,,,X,,,,,,X
earlier,,,,,,,,,,,,,,,,,,
justified,,,,,,,,,,,,X,X,X,,,,
bother,X,,X,,X,,,,,,,,,,,,,
toy,,,,,,,,,,,,,,,,,,
mistake like,X,X,,,,,,,,,,,,,,,,
sent,,,,,,,X,,,,,,,,,,,
package,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,
invite,,,,,,,,,,,,,,,,,,
ski,,,,,,,,,,,,,,,,,,
trip,,,,,,,,,,,,,,,,,,
knew,,,,,,,,,,,,X,X,,,,,
include,,,,,,,,,,,,,,,,,,
murder,X,,X,,X,,,,,,,,,,,,,
healthy,X,X,,,,,,,,,,,,,,,,
repented,,,,,,,,,,,,,,,,,,
hoping,X,X,,,,,,,,,,X,,,X,X,,
harming,X,,X,,,,,,,,,,,,,,,
forgotten,,,,,,,,,,,,,,,,,,
discussion,,,,,,,X,,,,,,,,,,,
recompense,,,,,,,,,,,,,,,,,,
upon,,,,,,,,,,,,,,,,,,
hits,,,,,,,,,,,,,,,,,,
warranted,,,,,,,,,,,,,,,,,,
