Word,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,
parent,,,,,,,X,X,,,,,,,,,,
hidden,,,,,,,,,,,,,,,,,,
fact,,,,,,,,,,,,X,,,,,X,
adopted,,,,,,,,,,,,,,,,,,
parents,,,,,,,X,X,,,,,,,,,,
hated,X,,X,,X,,,,,,,,,,,,,
insulting,X,,X,,X,,X,,,,,,,,,,,
times,,,,,,,,,,,,,,,,,,
wasted,,,,,,,,,,,,,,,,,,
permanent,,,,,,,,,,,,,,,,,,
intentions,,,,,,,,,,,,X,,X,,,,
haven't,,,,,,,,,,,,X,,,,,,X
changed,,,,,,,,,,,,X,,X,,,,
avoid,X,,X,X,,,,,,,,,,,,,,
stressors,X,,X,X,,,,,,,,,,,,,,
sense,,,,,,,,,,,,X,X,,,,,
danger,X,,X,,,,,,,,,,,,,,,
treated,,,,,,,,,,,,,,,,,,
unfairly,,,,,,,,,,,,,,,,,,
individual,,,,,,,X,,,,,,,,,,,
intention,,,,,,,,,,,,X,,X,,,,
suspect,,,,,,,,,,,,X,X,,,,,
form,,,,,,,,,,,,,,,,,,
self,,,,,,,X,,,,,,,,,,,
protection,,,,,,,,,,,,,,,,,,
different,,,,,,,,,,,,X,,,,,,X
thing,,,,,,,,,,,,,,,,,,
worth,,,,,,,,,,,,,,,,,,
requires,,,,,,,,,,,,,,,,,,
consequences,,,,,,,,,,,,X,,X,,,,
sexual,,,,,,,,,,,,,,,,,,
assault,X,,X,,X,,,,,,,,,,,,,
disloyal,,,,,,,,,,,,,,,,,,
dealt,,,,,,,,,,,,,,,,,,
inappropriate,,,,,,,,,,,,,,,,,,
asked,,,,,,,X,,,,,,,,,,,
genuine,,,,,,,,,,,,X,X,,,,,
forgiveness,X,X,,,,,X,,,,,X,X,,,,,
grave,X,,X,,,X,,,,,,,,,,,,
won't,,,,,,,,,,,,,,,,,,
go,,,,,,,,,,,,,,,,,,
spiritually,,,,,,,,,,,,,,,,,,
upon,,,,,,,,,,,,,,,,,,
immediately,,,,,,,,,,,,,,,,,,
forgivable,X,X,,,,,X,,,,,X,X,,,,,
s,,,,,,,,,,,,,,,,,,
eyes,,,,,,,,,,,,,,,,,,
line,,,,,,,,,,,,,,,,,,
intent,,,,,,,,,,,,X,,X,,,,
consciousness,,,,,,,,,,,,X,X,,,,,
commit,,,,,,,,,,,,X,,,,,X,
plan,,,,,,,,,,,,,,,,,,
period,,,,,,,,,,,,,,,,,,
merely,,,,,,,,,,,,,,,,,,
temporary,,,,,,,,,,,,X,,,,X,,
frustration,X,,X,,X,,,,,,,,,,,,,
raped,X,,X,,X,,,,,,,,,,,,,
attacker,X,,X,,X,,,,,,,,,,,,,
offenses,X,,X,,X,,,,,,,,,,,,,
wherein,,,,,,,,,,,,,,,,,,
cannot,,,,,,,,,,,,X,,,,,,X
fixed,,,,,,,,,,,,,,,,,,
unintentional,,,,,,,,,,,,,,,,,,
sometimes,,,,,,,,,,,,X,,,,X,,
jack,,,,,,,,,,,,,,,,,,
fucker,X,,X,,X,,,,,,,,,,,,,
doesnt,,,,,,,,,,,,,,,,,,
pissed,X,,X,,X,,,,,,,,,,,,,
grade,,,,,,,,,,,,,,,,,,
fault,X,,X,,,,,,,,,,,,,,,
lazy,X,,X,,,,,,,,,,,,,,,
fuck,X,,X,,X,,,,,,,,,,,,,
anything,,,,,,,,,,,,X,,,,X,,
till,,,,,,,,,,,,,,,,,,
minute,,,,,,,,,,,,,,,,,,
clear,,,,,,,,,,,,X,,,,,X,
address,,,,,,,,,,,,,,,,,,
responsibility,,,,,,,,,,,,,,,,,,
badly,X,,X,,,,,,,,,,,,,,,
malicious,,,,,,,,,,,,,,,,,,
greatly,,,,,,,,,,,,,,,,,,
conned,,,,,,,,,,,,,,,,,,
financially,,,,,,,,,,,,,,,,,,
ruined,X,,X,,,X,,,,,,,,,,,,
inducing,,,,,,,,,,,,X,X,X,,,,
fine,X,X,,,,,,,,,,,,,,,,
ruins,X,,X,,,X,,,,,,,,,,,,
salvaged,,,,,,,,,,,,,,,,,,
ones,,,,,,,,,,,,,,,,,,
justification,,,,,,,,,,,,X,X,X,,,,
instance,,,,,,,,,,,,,,,,,,
stole,,,,,,,,,,,,,,,,,,
refused,,,,,,,X,,,,,,,,,,,
wrongs,X,,X,,,,,,,,,,,,,,,
influential,,,,,,,,,,,,,,,,,,
recover,,,,,,,,,,,,,,,,,,
appropriately,,,,,,,,,,,,,,,,,,
former,,,,,,,,,,,,,,,,,,
soccer,,,,,,,,,,,,,,,,,,
teammates,,,,,,,X,,,,,,,,,,,
leg,,,,,,,,,,,,,,,,,,
broken,,,,,,,,,,,,,,,,,,
opponent,,,,,,,,,,,,,,,,,,
said,,,,,,,X,,,,,,,,,,,
injured,,,,,,,,,,,,,,,,,,
showed,,,,,,,,,,,,,,,,,,
anyone,,,,,,,X,,,,,X,,,,X,,
protecting,,,,,,,,,,,,,,,,,,
terrible,X,,X,,,,,,,,,,,,,,,
protects,,,,,,,,,,,,,,,,,,
inflicted,,,,,,,,,,,,,,,,,,
stealing,X,,X,,,,,,,,,,,,,,,
resume,,,,,,,,,,,,,,,,,,
friendship,,,,,,,,,,,,,,,,,,
risk,X,,X,X,,,,,,,,,,,,,,
happening,,,,,,,,,,,,,,,,,,
cut,X,,X,,,,,,,,,,,,,,,
grocery,,,,,,,,,,,,,,,,,,
lasting,,,,,,,,,,,,,,,,,,
treats,,,,,,,,,,,,,,,,,,
very,,,,,,,,,,,,,,,,,,
knows,,,,,,,,,,,,X,X,,,,,
horribly,X,,X,X,,,,,,,,,,,,,,
recently,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,
year,,,,,,,,,,,,,,,,,,
old,,,,,,,,,,,,,,,,,,
kicked,,,,,,,,,,,,,,,,,,
house,,,,,,,,,,,,,,,,,,
lesbian,,,,,,,X,,,X,,,,,,,,
saw,,,,,,,,,,,,,,,,,,
mother,,,,,,,X,X,,X,,,,,,,,
aunt,,,,,,,X,X,,X,,,,,,,,
uncle,,,,,,,X,X,,,X,,,,,,,
capitol,,,,,,,,,,,,,,,,,,
terrorist,X,,X,X,,,,,,,,,,,,,,
attack,X,,X,,X,,,,,,,,,,,,,
6th,,,,,,,,,,,,,,,,,,
reported,,,,,,,,,,,,,,,,,,
loss,X,,X,,,X,,,,,,,,,,,,
income,,,,,,,,,,,,,,,,,,
scratches,,,,,,,,,,,,,,,,,,
morning,,,,,,,,,,,,,,,,,,
him,,,,,,,X,,,,X,,,,,,,
tend,,,,,,,,,,,,,,,,,,
school,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
saving,,,,,,,,,,,,,,,,,,
fridge,,,,,,,,,,,,,,,,,,
student,,,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,,,,
wasn't,,,,,,,,,,,,X,,,,,,X
ideally,X,X,,,,,,,,,,X,,,X,,,
small,,,,,,,,,,,,,,,,,,
major,,,,,,,,,,,,,,,,,,
effect,,,,,,,,,,,,X,X,X,,,,
plenty,,,,,,,,,,,,,,,,,,
scenarios,,,,,,,,,,,,,,,,,,
consider,,,,,,,,,,,,X,X,,,,,
reliable,,,,,,,,,,,,,,,,,,
promises,X,X,,,,,,,,,,X,,,,,X,
follow,,,,,,,,,,,,,,,,,,
leaving,,,,,,,,,,,,,,,,,,
suffer,X,,X,,,X,,,,,,,,,,,,
true,X,X,,,,,,,,,,X,,,,,X,
d,,,,,,,,,,,,,,,,,,
item,,,,,,,,,,,,,,,,,,
health,,,,,,,,,,,,,,,,,,
hates,X,,X,,X,,,,,,,,,,,,,
wife,,,,,,,X,X,,X,,,,,,,,
perfectly,X,X,,,,,,,,,,X,,,,,X,
upset,X,,X,X,,,,,,,,,,,,,,
argued,X,,X,,X,,X,,,,,,,,,,,
feels,,,,,,,,,,,,X,X,,,,,
deeply,,,,,,,,,,,,,,,,,,
justifying,,,,,,,,,,,,X,X,X,,,,
unprofessional,,,,,,,,,,,,,,,,,,
often,,,,,,,,,,,,X,,,,X,,
speak,,,,,,,X,,,,,,,,,,,
respectfully,X,X,,,,,,,,,,,,,,,,
both,,,,,,,,,,,,,,,,,,
parties,X,X,,,,,X,,,,,,,,,,,
communicate,,,,,,,X,,,,,,,,,,,
solution,,,,,,,,,,,,X,X,X,,,,
president,,,,,,,,,,,,,,,,,,
united,,,,,,,,,,,,,,,,,,
states,,,,,,,,,,,,,,,,,,
incites,,,,,,,,,,,,,,,,,,
violence,X,,X,,,,,,,,,,,,,,,
rape,X,,X,,X,,,,,,,,,,,,,
persons,,,,,,,X,,,,,,,,,,,
start,,,,,,,,,,,,,,,,,,
effecting,,,,,,,,,,,,X,X,X,,,,
felonious,,,,,,,,,,,,,,,,,,
potential,,,,,,,,,,,,X,,,,X,,
simply,,,,,,,,,,,,,,,,,,
towards,,,,,,,,,,,,,,,,,,
viewpoint,,,,,,,,,,,,,,,,,,
hateful,X,,X,,X,,,,,,,,,,,,,
livelihood,X,X,,,,,,,,,,,,,,,,
stripped,,,,,,,,,,,,,,,,,,
unjustly,,,,,,,,,,,,,,,,,,
lies,X,,X,,X,,,,,,,,,,,,,
lied,X,,X,,X,,,,,,,,,,,,,
previously,,,,,,,,,,,,,,,,,,
discussed,,,,,,,X,,,,,,,,,,,
slept,,,,,,,,,,,,,,,,,,
guy,,,,,,,X,,X,,X,,,,,,,
sleeping,,,,,,,,,,,,,,,,,,
fling,,,,,,,,,,,,,,,,,,
ambitions,,,,,,,,,,,,,,,,,,
bitch,X,,X,,X,,,,,,,,,,,,,
turned,,,,,,,,,,,,,,,,,,
sex,,,,,,,,,,,,,,,,,,
already,,,,,,,,,,,,,,,,,,
involved,,,,,,,X,,,,,,,,,,,
could've,,,,,,,,,,,,X,,,X,,,
third,,,,,,,,,,,,,,,,,,
felt,,,,,,,,,,,,X,X,,,,,
prolonged,,,,,,,,,,,,,,,,,,
specific,,,,,,,,,,,,X,,,,,X,
bully,,,,,,,,,,,,,,,,,,
lunch,,,,,,,,,,,,,,,,,,
every,,,,,,,,,,,,X,,,,,X,
day,,,,,,,,,,,,,,,,,,
recognize,,,,,,,,,,,,X,X,,,,,
dont,,,,,,,,,,,,,,,,,,
maybe,,,,,,,,,,,,X,,,,X,,
due,,,,,,,,,,,,,,,,,,
wish,,,,,,,,,,,,X,,,X,,,
longer,,,,,,,,,,,,,,,,,,
associate,,,,,,,,,,,,,,,,,,
getting,,,,,,,,,,,,,,,,,,
tries,,,,,,,,,,,,,,,,,,
sabotage,,,,,,,,,,,,,,,,,,
wedding,,,,,,,X,X,,,,,,,,,,
they're,,,,,,,X,,,,,,,,,,,
afraid,X,,X,X,,,,,,,,,,,,,,
losing,X,,X,,,X,,,,,,,,,,,,
says,,,,,,,X,,,,,,,,,,,
hurts,X,,X,,,X,,,,,,,,,,,,
real,,,,,,,,,,,,,,,,,,
occurred,,,,,,,,,,,,,,,,,,
result,,,,,,,,,,,,X,,X,,,,
toxic,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,
relatives,,,,,,,X,X,,,,,,,,,,
probability,,,,,,,,,,,,X,,,,X,,
irreparably,,,,,,,,,,,,,,,,,,
majorly,,,,,,,,,,,,,,,,,,
falsely,,,,,,,,,,,,,,,,,,
accuses,,,,,,,,,,,,,,,,,,
absence,,,,,,,,,,,,,,,,,,
leave,,,,,,,,,,,,,,,,,,
vulnerable,X,,X,X,,,,,,,,,,,,,,
institution,,,,,,,,,,,,,,,,,,
abuses,X,,X,,X,,,,,,,,,,,,,
oneself,,,,,,,,,,,,,,,,,,
engages,X,X,,,,,X,,,,,,,,,,,
illicit,,,,,,,,,,,,,,,,,,
coordinates,,,,,,,,,,,,,,,,,,
multiple,,,,,,,,,,,,,,,,,,
depends,,,,,,,,,,,,X,,X,,X,,
definition,,,,,,,,,,,,X,X,,,,,
mean,,,,,,,,,,,,X,X,,,,,
past,,,,,,,,,,,,,,,,,,
interactions,,,,,,,X,,,,,,,,,,,
inform,,,,,,,X,,,,,X,X,,,,,
irrational,X,,X,X,,,,,,,,,,,,,,
hatred,X,,X,,X,,,,,,,,,,,,,
toward,,,,,,,,,,,,,,,,,,
rather,,,,,,,,,,,,X,,,X,,,X
pray,,,,,,,,,,,,,,,,,,
easy,X,X,,,,,,,,,,,,,,,,
anger,X,,X,,X,,,,,,,,,,,,,
god's,,,,,,,,,,,,,,,,,,
broke,X,,X,,,X,,,,,,,,,,,,
unfair,X,,X,,,,,,,,,,,,,,,
i'm,,,,,,,,,,,,,,,,,,
sure,X,X,,,,,,,,,,X,,,,,X,
there's,,,,,,,,,,,,,,,,,,
particular,,,,,,,,,,,,,,,,,,
judgement,,,,,,,,,,,,,,,,,,
enough,,,,,,,,,,,,,,,,,,
rarely,,,,,,,,,,,,,,,,,,
worthwhile,X,X,,,,,,,,,,,,,,,,
examined,,,,,,,,,,,,X,X,,,,,
see,,,,,,,,,,,,,,,,,,
difference,,,,,,,,,,,,X,,,,,,X
between,,,,,,,,,,,,,,,,,,
giving,X,X,,,,,X,,,,,,,,,,,
transgression,,,,,,,,,,,,,,,,,,
differences,,,,,,,,,,,,X,,,,,,X
definitions,,,,,,,,,,,,,,,,,,
subjective,,,,,,,,,,,,,,,,,,
step,,,,,,,,,,,,,,,,,,
forgiving,X,X,,,,,X,,,,,X,X,,,,,
i'd,,,,,,,,,,,,,,,,,,
perhaps,,,,,,,,,,,,X,,,,X,,
malice,,,,,,,,,,,,,,,,,,
overall,,,,,,,,,,,,X,,,,X,,
instances,,,,,,,,,,,,,,,,,,
matter,,,,,,,,,,,,,,,,,,
continue,,,,,,,,,,,,,,,,,,
victimized,X,,X,,,,,,,,,,,,,,,
african,,,,,,,,,,,,,,,,,,
americans,,,,,,,,,,,,,,,,,,
state,,,,,,,,,,,,,,,,,,
forces,,,,,,,,,,,,X,,X,,,,
system,,,,,,,,,,,,,,,,,,
anyway,,,,,,,,,,,,,,,,,,
known,,,,,,,,,,,,X,X,,,,,
punishment,X,,X,,X,,,,,,,,,,,,,
brought,,,,,,,,,,,,,,,,,,
betray,,,,,,,,,,,,,,,,,,
loses,X,,X,,,X,,,,,,,,,,,,
apology,,,,,,,X,,,,,,,,,,,
seen,,,,,,,,,,,,,,,,,,
regularly,,,,,,,,,,,,,,,,,,
offended,X,,X,,X,,,,,,,,,,,,,
showing,,,,,,,,,,,,,,,,,,
signs,,,,,,,,,,,,,,,,,,
faithful,X,X,,,,,,,,,,,,,,,,
damaging,X,,X,,,,,,,,,,,,,,,
affect,,,,,,,,,,,,X,,X,,,,
relationships,,,,,,,X,,,,,,,,,,,
issues,,,,,,,,,,,,,,,,,,
demonstrable,,,,,,,,,,,,,,,,,,
moral,,,,,,,,,,,,,,,,,,
oath,,,,,,,,,,,,,,,,,,
duty,,,,,,,,,,,,,,,,,,
destroying,X,,X,,X,,,,,,,,,,,,,
blatantly,,,,,,,,,,,,X,,,,,X,
premeditating,,,,,,,,,,,,,,,,,,
town,,,,,,,,,,,,,,,,,,
you're,,,,,,,X,,,,,,,,,,,
home,,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,,,,,,,,,,
wreck,,,,,,,,,,,,,,,,,,
pregnant,,,,,,,X,X,,,,,,,,,,
negatively,,,,,,,,,,,,,,,,,,
large,,,,,,,,,,,,,,,,,,
humiliation,X,,X,X,X,,,,,,,,,,,,,
secrets,,,,,,,X,,,,,X,X,,,,,
slighted,,,,,,,,,,,,,,,,,,
repetitively,,,,,,,,,,,,,,,,,,
organization,,,,,,,,,,,,,,,,,,
hopefully,X,X,,,,,,,,,,X,,,X,X,,
reminder,,,,,,,,,,,,,,,,,,
trying,,,,,,,,,,,,X,,,,X,,
screw,X,,X,,X,,,,,,,,,,,,,
disregarding,,,,,,,,,,,,,,,,,,
starting,,,,,,,,,,,,,,,,,,
received,,,,,,,X,,,,,,,,,,,
now,,,,,,,,,,,,,,,,,,
dead,,,,,,,,,,,,,,,,,,
middle,,,,,,,,,,,,,,,,,,
english,,,,,,,,,,,,,,,,,,
grutch,,,,,,,,,,,,,,,,,,
complain,X,,X,,,,X,,,,,,,,,,,
grumble,,,,,,,,,,,,,,,,,,
bears,,,,,,,,,,,,,,,,,,
grouchy,X,,X,,X,,,,,,,,,,,,,
affair,,,,,,,X,,,,,,,,,,,
current,,,,,,,,,,,,,,,,,,
maintain,,,,,,,,,,,,,,,,,,
keeping,,,,,,,,,,,,,,,,,,
pretend,,,,,,,,,,,,X,X,,,,,
continuing,,,,,,,,,,,,,,,,,,
sleep,,,,,,,,,,,,,,,,,,
lying,X,,X,,X,,X,,,,,,,,,,,
false,,,,,,,,,,,,,,,,,,
many,,,,,,,,,,,,,,,,,,
molested,X,,X,,,,,,,,,,,,,,,
goddaughter,,,,,,,,,,,,,,,,,,
continuously,,,,,,,,,,,,,,,,,,
dangerous,X,,X,,,,,,,,,,,,,,,
relishes,,,,,,,,,,,,,,,,,,
impacted,,,,,,,,,,,,,,,,,,
meangful,,,,,,,,,,,,,,,,,,
everything,,,,,,,X,,,,,X,,,,,X,
disrespectful,,,,,,,,,,,,,,,,,,
history,,,,,,,,,,,,,,,,,,
needlessly,,,,,,,,,,,,,,,,,,
cruel,X,,X,,X,,,,,,,,,,,,,
expects,,,,,,,,,,,,X,,,X,,,
drastic,,,,,,,,,,,,,,,,,,
depending,,,,,,,,,,,,X,,X,,X,,
level,,,,,,,,,,,,,,,,,,
crosses,,,,,,,,,,,,,,,,,,
boundary,,,,,,,,,,,,,,,,,,
set,,,,,,,,,,,,,,,,,,
point,,,,,,,,,,,,,,,,,,
return,,,,,,,,,,,,,,,,,,
warrant,,,,,,,,,,,,,,,,,,
capable,,,,,,,,,,,,,,,,,,
o,,,,,,,,,,,,,,,,,,
allow,,,,,,,,,,,,X,,X,,,,
institutions,,,,,,,,,,,,,,,,,,
businesses,,,,,,,,,,,,,,,,,,
moment,,,,,,,,,,,,,,,,,,
explain,,,,,,,X,,,,,X,X,,,,,
tells,,,,,,,X,,,,,,,,,,,
pronouns,,,,,,,,,,,,,,,,,,
severe,X,,X,,,,,,,,,,,,,,,
neglect,X,,X,,,X,,,,,,,,,,,,
valid,,,,,,,,,,,,,,,,,,
heal,X,X,,,,,,,,,,,,,,,,
having,,,,,,,,,,,,,,,,,,
legitimately,,,,,,,,,,,,,,,,,,
u,,,,,,,,,,,,,,,,,,
wrongful,X,,X,,,,,,,,,,,,,,,
sixteen,,,,,,,,,,,,,,,,,,
victim,X,,X,,,,,,,,,,,,,,,
man,,,,,,,X,,,,X,,,,,,,
funny,X,X,,,,,,,,,,,,,,,,
bragged,,,,,,,,,,,,,,,,,,
however,,,,,,,,,,,,X,,,,,,X
failed,X,,X,,,X,,,,,,,,,,,,
prosecute,,,,,,,,,,,,,,,,,,
fear,X,,X,X,,,,,,,,,,,,,,
offender,X,,X,,X,,,,,,,,,,,,,
preventing,,,,,,,,,,,,,,,,,,
second,,,,,,,,,,,,,,,,,,
hard,,,,,,,,,,,,,,,,,,
whenever,,,,,,,,,,,,,,,,,,
backstabs,,,,,,,,,,,,,,,,,,
slanders,,,,,,,,,,,,,,,,,,
jeopardizes,,,,,,,,,,,,,,,,,,
pieces,,,,,,,,,,,,,,,,,,
evidence,,,,,,,,,,,,X,X,,,,,
food,,,,,,,,,,,,,,,,,,
criminal,,,,,,,,,,,,,,,,,,
closeted,,,,,,,,,,,,,,,,,,
lgbt,,,,,,,,,,,,,,,,,,
community,,,,,,,X,,,,,,,,,,,
nearby,,,,,,,,,,,,,,,,,,
deceive,X,,X,,,,,,,,,X,,X,,,,
justify,,,,,,,,,,,,X,X,X,,,,
assaulted,X,,X,,X,,,,,,,,,,,,,
offending,X,,X,,X,,,,,,,,,,,,,
ill,,,,,,,,,,,,,,,,,,
attempts,,,,,,,,,,,,,,,,,,
continually,,,,,,,,,,,,,,,,,,
attacked,X,,X,,X,,,,,,,,,,,,,
politely,X,X,,,,,X,,,,,,,,,,,
date,,,,,,,X,,X,,,,,,,,,
few,,,,,,,,,,,,,,,,,,
days,,,,,,,,,,,,,,,,,,
breaking,,,,,,,,,,,,,,,,,,
quite,,,,,,,,,,,,X,,,,X,,
painfu,X,,X,,,,,,,,,,,,,,,
l,,,,,,,,,,,,,,,,,,
soothing,,,,,,,,,,,,,,,,,,
kindness,X,X,,,,,,,,,,,,,,,,
compassion,X,X,,,,,X,,,,,,,,,,,
desires,X,X,,,,,,,,,,X,,,X,,,
empathy,,,,,,,,,,,,,,,,,,
fellow,,,,,,,X,,X,,X,,,,,,,
lay,,,,,,,,,,,,,,,,,,
accusation,,,,,,,,,,,,,,,,,,
crossed,,,,,,,,,,,,,,,,,,
limit,,,,,,,,,,,,,,,,,,
calls,,,,,,,X,,,,,,,,,,,
anytime,,,,,,,,,,,,X,,,,X,,
pretty,X,X,,,,,,,,,,X,,,,X,,
supposed,,,,,,,,,,,,X,,,,X,,
assaults,X,,X,,X,,,,,,,,,,,,,
woman,,,,,,,X,,,X,,,,,,,,
human,,,,,,,X,,,,,,,,,,,
painful,X,,X,,,,,,,,,,,,,,,
actually,,,,,,,,,,,,X,,,,,,X
totally,,,,,,,,,,,,X,,,,,X,
unethical,,,,,,,,,,,,,,,,,,
isn't,,,,,,,,,,,,X,,,,,,X
ability,,,,,,,,,,,,,,,,,,
possible,,,,,,,,,,,,X,,,,X,,
otherwise,,,,,,,,,,,,X,,,,,,X
total,,,,,,,,,,,,X,,,,,X,
drain,,,,,,,,,,,,,,,,,,
letting,,,,,,,,,,,,,,,,,,
power,,,,,,,,,,,,,,,,,,
easier,X,X,,,,,,,,,,,,,,,,
depressed,X,,X,,,X,,,,,,,,,,,,
avoiding,X,,X,X,,,,,,,,,,,,,,
formed,,,,,,,,,,,,,,,,,,
put,,,,,,,,,,,,,,,,,,
effort,,,,,,,,,,,,,,,,,,
resolve,X,X,,,,,,,,,,X,X,,,,,
loosing,,,,,,,,,,,,,,,,,,
causing,,,,,,,,,,,,X,,X,,,,
stress,X,,X,X,,,,,,,,,,,,,,
weighing,,,,,,,,,,,,,,,,,,
substantial,,,,,,,,,,,,,,,,,,
positive,X,X,,,,,,,,,,X,,,,,X,
involves,,,,,,,X,,,,,,,,,,,
co-worker,,,,,,,X,,,,,,,,,,,
misleads,,,,,,,,,,,,X,,X,,,,
amount,,,,,,,,,,,,,,,,,,
shown,,,,,,,,,,,,,,,,,,
themselves,,,,,,,X,,,,,,,,,,,
bigoted,,,,,,,,,,,,,,,,,,
minded,,,,,,,,,,,,,,,,,,
lost,X,,X,,,X,,,,,,,,,,,,
nothing,,,,,,,,,,,,X,,,,,X,
genuinely,,,,,,,,,,,,X,X,,,,,
making,,,,,,,,,,,,X,,X,,,,
grown,,,,,,,,,,,,,,,,,,
harming,X,,X,,,,,,,,,,,,,,,
brings,,,,,,,,,,,,,,,,,,
living,,,,,,,,,,,,,,,,,,
creature,,,,,,,,,,,,,,,,,,
apologetic,,,,,,,X,,,,,,,,,,,
afterward,,,,,,,,,,,,,,,,,,
tried,,,,,,,,,,,,,,,,,,
months,,,,,,,,,,,,,,,,,,
before,,,,,,,,,,,,,,,,,,
accident,,,,,,,,,,,,,,,,,,
confront,X,,X,,X,,,,,,,,,,,,,
break,,,,,,,,,,,,,,,,,,
dating,,,,,,,X,,,,,,,,,,,
another's,,,,,,,,,,,,,,,,,,
well,X,X,,,,,,,,,,,,,,,,
irrevocably,,,,,,,,,,,,,,,,,,
damages,X,,X,,,,,,,,,,,,,,,
birthday,,,,,,,,,,,,,,,,,,
planned,,,,,,,,,,,,,,,,,,
special,X,X,,,,,,,,,,,,,,,,
bail,,,,,,,,,,,,,,,,,,
big,,,,,,,,,,,,,,,,,,
someone's,,,,,,,X,,,,,X,,,,X,,
driver,,,,,,,,,,,,,,,,,,
entire,,,,,,,,,,,,X,,,,,X,
limited,,,,,,,,,,,,,,,,,,
sabotaged,,,,,,,,,,,,,,,,,,
alter,,,,,,,,,,,,,,,,,,
injuring,,,,,,,,,,,,,,,,,,
direct,,,,,,,,,,,,,,,,,,
consistent,,,,,,,,,,,,,,,,,,
purposeful,,,,,,,,,,,,X,,X,,,,
gaslighting,,,,,,,,,,,,,,,,,,
general,,,,,,,,,,,,,,,,,,
entirely,,,,,,,,,,,,X,,,,,X,
abandoned,X,,X,,,X,,,,,,,,,,,,
somthing,,,,,,,,,,,,,,,,,,
detrimental,,,,,,,,,,,,,,,,,,
someones,,,,,,,X,,,,,X,,,,X,,
safety,X,X,,,,,,,,,,,,,,,,
defy,,,,,,,,,,,,,,,,,,
threatens,X,,X,X,X,,,,,,,,,,,,,
permanently,,,,,,,,,,,,,,,,,,
changes,,,,,,,,,,,,X,,X,,,,
goes,,,,,,,,,,,,,,,,,,
willing,X,,,,,,,,,,,,,,,,,
faults,X,,X,,,,,,,,,,,,,,,
useless,X,,X,,,X,,,,,,,,,,,,
wastes,,,,,,,,,,,,,,,,,,
bandwidth,,,,,,,,,,,,,,,,,,
unreasonable,,,,,,,,,,,,,,,,,,
stuck,,,,,,,,,,,,,,,,,,
cycle,,,,,,,,,,,,,,,,,,
expect,,,,,,,,,,,,X,,,X,,,
expectation,,,,,,,,,,,,X,,,X,,,
hasn't,,,,,,,,,,,,X,,,,,,X
fulfilled,,,,,,,,,,,,,,,,,,
rachel,,,,,,,,,,,,,,,,,,
neill,,,,,,,,,,,,,,,,,,
ph,,,,,,,,,,,,,,,,,,
licensed,,,,,,,,,,,,,,,,,,
professional,,,,,,,,,,,,,,,,,,
clinical,,,,,,,,,,,,,,,,,,
counselor,,,,,,,X,,,,,,,,,,,
ohio,,,,,,,,,,,,,,,,,,
talkspace,,,,,,,,,,,,,,,,,,
provider,,,,,,,,,,,,,,,,,,
pay,,,,,,,,,,,,,,,,,,
shopping,,,,,,,,,,,,,,,,,,
abusive,X,,X,,X,,,,,,,,,,,,,
recognized,,,,,,,,,,,,X,X,,,,,
warning,X,,X,,,,,,,,,,,,,,,
regarded,,,,,,,,,,,,,,,,,,
most,,,,,,,,,,,,X,,,,X,,
violate,X,,X,,X,,,,,,,,,,,,,
rights,,,,,,,,,,,,,,,,,,
evil,X,,X,,,,,,,,,,,,,,,
nobody,,,,,,,,,,,,,,,,,,
notices,,,,,,,,,,,,X,X,,,,,
glory,X,X,,,,,,,,,,,,,,,,
ago,,,,,,,,,,,,,,,,,,
seem,,,,,,,,,,,,X,X,,,X,,
remorseful,X,,X,,,X,,,,,,,,,,,,
actively,X,X,,,,,,,,,,,,,,,,
what's,,,,,,,,,,,,,,,,,,
affecting,,,,,,,,,,,,X,,X,,,,
election,,,,,,,,,,,,,,,,,,
separated,,,,,,,,,,,,X,,,,,,X
society,,,,,,,X,,,,,,,,,,,
lacks,,,,,,,,,,,,X,,,X,,,
values,X,X,,,,,,,,,,,,,,,,
everyone's,,,,,,,X,,,,,X,,,,,X,
staunch,,,,,,,,,,,,,,,,,,
democrat,,,,,,,,,,,,,,,,,,
side,,,,,,,,,,,,,,,,,,
trump,,,,,,,,,,,,,,,,,,
cult,,,,,,,,,,,,,,,,,,
hear,,,,,,,X,,,,,,,,,,,
truth,X,X,,,,,,,,,,X,,,,,X,
consistently,,,,,,,,,,,,,,,,,,
needs,,,,,,,,,,,,X,,,X,,,
escape,,,,,,,,,,,,,,,,,,
insulted,X,,X,,X,,X,,,,,,,,,,,
belittles,,,,,,,,,,,,,,,,,,
asks,,,,,,,X,,,,,,,,,,,
humiliate,X,,X,X,X,,,,,,,,,,,,,
somone,,,,,,,,,,,,,,,,,,
defend,X,,X,,,,,,,,,,,,,,,
justifiably,,,,,,,,,,,,X,X,X,,,,
used,,,,,,,,,,,,X,,X,,,,
correct,,,,,,,,,,,,X,,,,,X,
