Filename,Segment,Dic,01                    care.virtue,02                    care.vice,03                    fairness.virtue,04                    fairness.vice,05                    loyalty.virtue,06                    loyalty.vice,07                    authority.virtue,08                    authority.vice,09                    sanctity.virtue,10                    sanctity.vice,11                    moral
desc_4.txt,1,9.11,0.00,3.04,0.43,0.87,0.00,0.43,0.00,0.43,0.00,0.22,3.69
