Filename,Segment,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_app.txt,1,92.18,61.04,19.69,10.02,2.95,0.16,4.81,0.67,1.43,9.67,9.45,2.43,16.19,2.92,1.19,2.69,0.60,1.32,10.94,2.70,8.18,0.24,4.26,1.14,18.26,0.52,0.54,0.47,0.40,19.29,3.73,2.15,3.08,8.81,1.35,6.41,1.68,0.32,0.31,1.03,1.66,0.16,0.88,0.23,0.13,6.99,2.10,1.43,1.80,1.07,1.20,3.22,11.58,0.95,11.17,1.10,5.50,4.69,0.89,0.49,0.39,0.27,0.08,0.39,0.38,0.06,0.09,0.18,0.02,0.01
