Filename,Segment,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_inapp.txt,1,91.84,61.26,17.51,7.65,1.90,0.11,3.84,0.21,1.58,9.87,9.47,2.88,16.66,5.41,1.53,2.74,0.37,1.14,11.59,2.91,8.59,0.26,3.88,1.01,15.93,0.17,0.51,0.15,0.16,20.43,3.46,2.74,3.68,7.86,1.42,6.94,1.53,0.24,0.31,0.89,0.82,0.07,0.32,0.02,0.32,7.80,1.35,1.26,2.68,1.06,2.20,3.73,10.93,0.56,10.70,1.15,5.04,4.59,0.82,0.70,0.17,0.39,0.10,0.02,0.27,0.00,0.05,0.10,0.05,0.04
