Filename,Segment,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture
emtn_5.txt,1,66.51,55.96,2.06,53.67,9.40,22.48,17.66,1.83,0.00,0.00,0.00,0.00,5.28,1.15,0.46,1.38,1.83,0.23,0.46,6.42,0.00,1.83,2.98,0.46,1.61,0.46,2.52,0.23
