Filename,Segment,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture
emtn_2.txt,1,91.26,81.84,1.79,79.60,7.17,50.45,17.71,1.57,0.00,0.00,0.00,0.00,3.36,1.12,0.22,0.45,1.12,0.22,0.22,6.05,0.22,0.90,2.47,0.67,2.02,0.45,4.71,0.22
