Filename,Segment,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture
emtn_1.txt,1,95.17,87.82,1.15,86.67,2.30,73.10,10.11,2.07,0.00,0.00,0.00,0.00,3.22,1.15,0.00,0.00,1.15,0.69,0.23,1.84,0.69,0.46,0.46,0.00,0.23,0.46,3.45,0.23
