Filename,Segment,Dic,01                    care.virtue,02                    care.vice,03                    fairness.virtue,04                    fairness.vice,05                    loyalty.virtue,06                    loyalty.vice,07                    authority.virtue,08                    authority.vice,09                    sanctity.virtue,10                    sanctity.vice,11                    moral
desc_inapp.txt,1,4.05,0.07,0.95,0.16,0.05,0.10,0.02,0.31,0.00,0.04,0.00,2.34
