Filename,Segment,Dic,01                    care.virtue,02                    care.vice,03                    fairness.virtue,04                    fairness.vice,05                    loyalty.virtue,06                    loyalty.vice,07                    authority.virtue,08                    authority.vice,09                    sanctity.virtue,10                    sanctity.vice,11                    moral
emtn_3.txt,1,6.44,0.00,3.33,0.00,0.22,0.00,0.00,0.44,0.22,0.00,1.78,0.44
