Filename,Segment,Dic,Overall Honor Dictionary,Honor Gain,Honor gain: Virtuous Behavior,Virtuous Behavior: Moral Integrity,Virtuous Behavior: Faith,Virtuous Behavior: Manners,Honor Gain: Achieve/Status,A/S: Achieve,A/S: Status,Honor Protection,Honor Protection: Public Image,Honor Protection: Strength/Bravery,Honor Protection: Prevention,Honor Protection: Sex,Honor Loss,Honor Loss: Wrongdoing,Honor Loss: Harm,Honor Loss: Aggression,Honor Contexts,Honor Contexts: Self,Honor Contexts: Military,Honor Contexts: Business,Honor Contexts: Ethnic,Honor Contexts: Social,Honor Contexts: Gender,Honor Contexts: Family,Honor Contexts: Government,General “Honor”,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
emtn_3.txt,1,13.78,13.78,1.78,1.11,0.89,0.00,0.67,0.89,0.44,0.44,2.00,0.67,0.00,1.33,0.00,8.89,4.22,4.89,0.00,1.11,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,2.00,0.44,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.22,0.00,0.44
