Filename,Segment,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
desc_rsn.txt,1,92.37,59.88,18.86,10.20,1.53,0.12,0.35,0.06,8.15,8.66,9.84,2.50,18.01,3.12,1.65,2.84,0.22,1.63,11.83,2.12,9.39,0.48,4.14,1.54,19.81,0.16,0.14,0.03,0.13,22.61,5.18,3.30,2.06,9.19,0.69,6.57,4.73,0.19,0.20,4.00,0.94,0.13,0.74,0.00,0.06,5.54,0.84,1.13,1.53,1.17,1.30,4.40,12.45,0.97,8.89,1.15,3.91,3.94,0.40,0.26,0.14,0.27,0.06,0.04,0.17,0.00,0.06,0.03,0.06,0.03
